codigo,secao_id,secao,grupo_id,grupo_descricao,classe_id,classe_observacoes,anexo_base,anexo_just,fator_r,aliquota_inicial,contabilizei_atende,contabilizei_just,mei_iss_fixo_das,mei_icms_fixo_das,risco_baixo_cgsim,risco_cgsim_desc_oficial,vedado_simples_cgsn_anexo_vi,ambiguo_simples_cgsn_anexo_vii,anexo_fator_r_confianca,iss_bh_aliquota,iss_bh_varia,iss_bh_detalhe,conselho_fonte,conselho_confianca,exige_registro_setorial,registro_setorial_qual,registro_setorial_fonte,motivo_nao_atende_fala,familia_rotulo
2342701,C,INDÚSTRIAS DE TRANSFORMAÇÃO,234,FABRICAÇÃO DE PRODUTOS CERÂMICOS,23427,"Esta classe compreende - a fabricação de materiais cerâmicos para construção, tais como: telhas, tijolos, lajotas, canos, manilhas, tubos, conexões, etc. | - a fabricação de placas cerâmicas para revestimento: azulejos lisos ou decorados, ladrilhos, porcelanato, mosaicos e pastilhas cerâmicas e outros materiais de acabamento || Esta classe NÃO compreende - a fabricação de pedra artificial (p.ex. mármore sintético) (22.29-3) | - a fabricação de produtos cerâmicos refratários (23.41-9) | - a fabricação de artigos sanitários de cerâmica (23.49-4)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2211100,C,INDÚSTRIAS DE TRANSFORMAÇÃO,221,FABRICAÇÃO DE PRODUTOS DE BORRACHA,22111,"Esta classe compreende - a fabricação de pneumáticos e de câmaras-de-ar novos para todos os tipos de veículos e máquinas || Esta classe compreende ainda - a fabricação de partes de pneumáticos (borracha de ligação, camelbacks, etc.) || Esta classe NÃO compreende - a fabricação de materiais de reparação de câmaras de ar (22.19-6)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2212900,C,INDÚSTRIAS DE TRANSFORMAÇÃO,221,FABRICAÇÃO DE PRODUTOS DE BORRACHA,22129,"Esta classe compreende - a reforma de pneumáticos usados de todos os tipos para quaisquer veículos e máquinas, pela recapagem (26% de material recolocado, substituindo somente a banda de rodagem do pneu usado), recauchutagem (28% de material recolocado, substituindo a banda de rodagem e os ombros do pneu usado) ou remoldagem (30% do material recolocado, substituindo a banda de rodagem, os ombros e a lateral do pneu usado) || Esta classe NÃO compreende - os serviços de borracheiro (45.20-0)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,5,nao,"Recauchutagem ou regeneração de pneus, inclusive serviços de borracharia (CTISS 1404-0/01-88, LC116 14.04, 5%)",,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2391501,C,INDÚSTRIAS DE TRANSFORMAÇÃO,239,APARELHAMENTO DE PEDRAS E FABRICAÇÃO DE OUTROS PRODUTOS DE MINERAIS NÃO-METÁLICOS,23915,"Esta classe compreende - o britamento e aparelhamento de pedras para construção e a execução de trabalhos em mármore, ardósia, granito e outras pedras, não associados à extração | - a execução de trabalhos artísticos em pedra (imagens, esculturas, etc.) || Esta classe NÃO compreende - o britamento de pedra e outros beneficiamentos associados ou em continuação à extração (08.10-0) | - a fabricação de pedra artificial (p.ex. mármore sintético) (22.29-3)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),N,S,nao,,nao,nao,,5,nao,"Beneficiamento de objetos quaisquer (CTISS 1405-0/04-88, LC116 14.05, 5%)",,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2219600,C,INDÚSTRIAS DE TRANSFORMAÇÃO,221,FABRICAÇÃO DE PRODUTOS DE BORRACHA,22196,"Esta classe compreende - a fabricação de laminados e fios de borracha | - a fabricação de espuma de borracha e de artefatos de espuma de borracha | - a fabricação de colchões infláveis de borracha | - a fabricação de materiais para reparação de câmaras-de-ar e outros artigos de borracha | - a fabricação de artefatos de borracha para uso nas indústrias de material elétrico, eletrônico, transporte, mecânica, etc. (correias, tubos, gaxetas, juntas, etc.) | - a fabricação de artefatos de borracha para uso doméstico, pessoal, higiênico e farmacêutico (preservativos, bicos para mamadeira, chupetas, etc.) | - a fabricação de artigos diversos de borracha natural, sintética ou regenerada, vulcanizada ou não, inclusive borracha endurecida | - a fabricação de pentes, escovas, prendedores de cabelos, feitos de borracha || Esta classe compreende ainda - a fabricação de botas de borracha | - a fabricação de tecido impregnado, coberto ou laminado com borracha, onde a borracha é o componente principal || Esta classe NÃO compreende - a produção de látex (02.20-9) | - a fabricação de roupas de tecidos elásticos (grupo 14.1) | - a fabricação de calçados de borracha (15.39-4) | - a fabricação de saltos e solas de borracha (15.40-8) | - a fabricação de jogos e brinquedos (32.40-0) | - a fabricação de artigos de uso médico, cirúrgico e odontológico (32.50-7) | - a fabricação de balsas e embarcações infláveis (30.12-1) | - a fabricação de colchões de espuma (31.04-7) | - a fabricação de acessórios esportivos (32.30-2) | - a recuperação de borracha (38.39-4)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),N,S,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2442300,C,INDÚSTRIAS DE TRANSFORMAÇÃO,244,METALURGIA DOS METAIS NÃO-FERROSOS,24423,"Esta classe compreende - a metalurgia (fundição, laminação, trefilação, etc.) dos metais preciosos (ouro, prata, platina, etc.) e suas ligas || Esta classe NÃO compreende - a fabricação de artefatos de joalheria e ourivesaria (32.11-6)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
3299004,C,INDÚSTRIAS DE TRANSFORMAÇÃO,329,FABRICAÇÃO DE PRODUTOS DIVERSOS,32990,"Esta classe compreende - a fabricação de artefatos de pelos, plumas, chifres e garras, etc. | - a fabricação de perucas, inclusive cílios postiços e afins | - a fabricação de artigos para festas, carnaval, etc. | - a fabricação de sombrinha, guarda-chuva e bengala | - a fabricação de garrafas térmicas e outros recipientes térmicos | - a fabricação de isqueiros de qualquer material e acendedores automáticos para fogões | - a fabricação de velas de cera, sebo, estearina, etc. | - a fabricação de painéis, letreiros e placas de qualquer material | - a fabricação de painéis e letreiros luminosos completos | - a fabricação de canetas, lápis e lapiseiras, inclusive cargas para canetas, minas para lápis e lapiseiras e outras peças e acessórios | - a fabricação de carimbos e sinetes, inclusive almofadas para carimbos | - a fabricação de aviamentos para costura (botões, colchetes de gancho, de pressão, fecho éclair, etc.) | - a fabricação de borracha para apagar escritos, de corretor, de fichários, porta-canetas, porta-clipes e de outros artefatos para escritório não especificados ou não classificados | - a fabricação de artefatos escolares não compreendidos em outros grupos (giz, figuras geométricas, globos e material didático em geral) | - a fabricação de caixões mortuários | - a fabricação de artefatos diversos não especificados ou não classificados (adornos para árvores de natal, piteiras, cigarreiras, cachimbos, flores e frutos artificiais, manequins, etc.) || Esta classe NÃO compreende - a fabricação de artefatos para festas confeccionados com papel, tais como bandeirolas, confetes, etc. (17.49-4) | - a fabricação de fósforos de segurança (20.92-4) | - a fabricação de velas filtrantes (23.49-4) | - a fabricação de carrinhos para bebês (30.92-0)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),N,S,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2221800,C,INDÚSTRIAS DE TRANSFORMAÇÃO,222,FABRICAÇÃO DE PRODUTOS DE MATERIAL PLÁSTICO,22218,"Esta classe compreende - a fabricação de laminados planos e tubulares de material plástico (plástico em lençol, filmes, tecidos, placas, etc.) | - a fabricação de cordas e cordoalhas de material plástico | - a fabricação de espuma de material plástico expandido | - a fabricação de BOPP (polipropileno biorientado)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2222600,C,INDÚSTRIAS DE TRANSFORMAÇÃO,222,FABRICAÇÃO DE PRODUTOS DE MATERIAL PLÁSTICO,22226,"Esta classe compreende - a fabricação de embalagens de material plástico (caixas, sacos, garrafas, frascos, etc.)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2223400,C,INDÚSTRIAS DE TRANSFORMAÇÃO,222,FABRICAÇÃO DE PRODUTOS DE MATERIAL PLÁSTICO,22234,"Esta classe compreende - a fabricação de manilhas, tubos e conexões de material plástico utilizados na construção civil",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2229301,C,INDÚSTRIAS DE TRANSFORMAÇÃO,222,FABRICAÇÃO DE PRODUTOS DE MATERIAL PLÁSTICO,22293,"Esta classe compreende - a fabricação de produtos de materiais plásticos inclusive, reforçados com fibra de vidro, para uso nas indústrias da construção, mecânica, de material elétrico, eletrônico e de transporte | - a fabricação de artigos e utensílios de material plástico de uso doméstico e pessoal | - a fabricação de coberturas de piso | - a fabricação de artefatos diversos de material plástico || Esta classe NÃO compreende - a fabricação de artefatos de material plástico para viagem (15.21-1) | - a fabricação de calçados de material plástico (15.33-5) | - a fabricação de resinas termoplásticas (20.31-2) ou termofixas (20.32-1) | - a fabricação de equipamentos médicos, odontológicos e cirúrgicos (32.50-7) | - a fabricação de móveis de material plástico (31.03-9) | - a fabricação de colchões de espuma (31.04-7) | - a fabricação de acessórios esportivos (32.30-2) | - a fabricação de jogos e brinquedos (32.40-0) | - a fabricação de capacetes de plástico ou outros equipamentos de segurança pessoal (32.92-2)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2229302,C,INDÚSTRIAS DE TRANSFORMAÇÃO,222,FABRICAÇÃO DE PRODUTOS DE MATERIAL PLÁSTICO,22293,"Esta classe compreende - a fabricação de produtos de materiais plásticos inclusive, reforçados com fibra de vidro, para uso nas indústrias da construção, mecânica, de material elétrico, eletrônico e de transporte | - a fabricação de artigos e utensílios de material plástico de uso doméstico e pessoal | - a fabricação de coberturas de piso | - a fabricação de artefatos diversos de material plástico || Esta classe NÃO compreende - a fabricação de artefatos de material plástico para viagem (15.21-1) | - a fabricação de calçados de material plástico (15.33-5) | - a fabricação de resinas termoplásticas (20.31-2) ou termofixas (20.32-1) | - a fabricação de equipamentos médicos, odontológicos e cirúrgicos (32.50-7) | - a fabricação de móveis de material plástico (31.03-9) | - a fabricação de colchões de espuma (31.04-7) | - a fabricação de acessórios esportivos (32.30-2) | - a fabricação de jogos e brinquedos (32.40-0) | - a fabricação de capacetes de plástico ou outros equipamentos de segurança pessoal (32.92-2)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2229303,C,INDÚSTRIAS DE TRANSFORMAÇÃO,222,FABRICAÇÃO DE PRODUTOS DE MATERIAL PLÁSTICO,22293,"Esta classe compreende - a fabricação de produtos de materiais plásticos inclusive, reforçados com fibra de vidro, para uso nas indústrias da construção, mecânica, de material elétrico, eletrônico e de transporte | - a fabricação de artigos e utensílios de material plástico de uso doméstico e pessoal | - a fabricação de coberturas de piso | - a fabricação de artefatos diversos de material plástico || Esta classe NÃO compreende - a fabricação de artefatos de material plástico para viagem (15.21-1) | - a fabricação de calçados de material plástico (15.33-5) | - a fabricação de resinas termoplásticas (20.31-2) ou termofixas (20.32-1) | - a fabricação de equipamentos médicos, odontológicos e cirúrgicos (32.50-7) | - a fabricação de móveis de material plástico (31.03-9) | - a fabricação de colchões de espuma (31.04-7) | - a fabricação de acessórios esportivos (32.30-2) | - a fabricação de jogos e brinquedos (32.40-0) | - a fabricação de capacetes de plástico ou outros equipamentos de segurança pessoal (32.92-2)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
3600602,E,"ÁGUA, ESGOTO, ATIVIDADES DE GESTÃO DE RESÍDUOS E DESCONTAMINAÇÃO",360,"CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA",36006,"Esta classe compreende - a captação de água de chuva, rios, lagos, fontes, do subsolo, etc. | - o tratamento e purificação da água para fins de abastecimento, tais como: desinfecção, coagulação, floculação, decantação, filtração, correção do pH e fluoretação | - a armazenagem em reservatórios e a distribuição de água através de uma rede permanente de linhas, tubulações e dutos (instalações de infra-estrutura) | - a operação de canais de irrigação || Esta classe compreende ainda - a dessalinização de água do mar ou águas subterrâneas para a produção de água como principal produto de interesse | - a distribuição de água tratada (potável) através de caminhões | - o transporte de água potável para consumo humano por carro-pipa || Esta classe NÃO compreende - a operação de equipamentos de irrigação para fins agrícolas (01.61-0) | - o tratamento de águas residuais para prevenção da poluição (37.01-1) | - a descontaminação e a limpeza de águas superficiais - por contaminação acidental, por exemplo - pela coleta de poluentes ou a aplicação de produtos químicos (39.00-5) | - a construção, manutenção e reparação de redes de abastecimento de água (42.22-7) | - a perfuração e construção de poços de água (43.99-1) | - o transporte, por caminhão, de água não-potável (49.30-2) | - os serviços de medição de consumo e a manutenção de medidores de água (82.99-7) || Por convenção, as unidades que operam conjuntamente a captação, tratamento e distribuição de água e a coleta e tratamento de esgotos são classificadas nesta classe.",III/IV/V*,serviço — anexo exato depende da atividade + Fator R (determinar na camada fiscal),,,atende,presumido (serviço/comércio leve no Simples; validar),S,S,nao,,nao,nao,media,,,,,,nao-verificado,,,"Essa atividade paga ICMS, e a gente cuida só de quem paga ISS, que é o imposto de serviço.",nao-se-aplica
