codigo,secao_id,secao,grupo_id,grupo_descricao,classe_id,classe_observacoes,anexo_base,anexo_just,fator_r,aliquota_inicial,contabilizei_atende,contabilizei_just,mei_iss_fixo_das,mei_icms_fixo_das,risco_baixo_cgsim,risco_cgsim_desc_oficial,vedado_simples_cgsn_anexo_vi,ambiguo_simples_cgsn_anexo_vii,anexo_fator_r_confianca,iss_bh_aliquota,iss_bh_varia,iss_bh_detalhe,conselho_fonte,conselho_confianca,exige_registro_setorial,registro_setorial_qual,registro_setorial_fonte,motivo_nao_atende_fala,familia_rotulo
2012600,C,INDÚSTRIAS DE TRANSFORMAÇÃO,201,FABRICAÇÃO DE PRODUTOS QUÍMICOS INORGÂNICOS,20126,"Esta classe compreende - a fabricação de intermediários para adubos e fertilizantes, como: ácido nítrico, ácido sulfúrico, ácido fosfórico, amônia (amoníaco liqüefeito), fosfatos de amônio, uréia, etc. || Esta classe compreende ainda - a fabricação de intermediários para defensivos agrícolas (20.51-7) || Embora a uréia seja um produto orgânico, sua fabricação ocorre primordialmente em unidades de produção que, em função do conjunto de produtos gerados, são classificadas nesta atividade.",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2013402,C,INDÚSTRIAS DE TRANSFORMAÇÃO,201,FABRICAÇÃO DE PRODUTOS QUÍMICOS INORGÂNICOS,20134,"Esta classe compreende - a fabricação de adubos e fertilizantes fosfatados, nitrogenados e potássicos, compostos e complexos, para uso agrícola e doméstico | - a fabricação de fertilizantes compostos NPK, etc. | - a fabricação de preparações micronutrientes || Esta classe compreende ainda - a fabricação de fertilizantes organominerais | -  a fabricação de substratos elaborados com terra, argila ou outras substância misturadas com minerais || Esta classe NÃO compreende - a extração de minerais para adubos e fertilizantes (08.91-6) | - a fabricação de defensivos agrícolas (20.51-7) | - a fabricação de adubos orgânicos ou biológicos a partir de compostagem (38.39-4) | - a fabricação de molibdato de sódio, cloreto de cálcio, cloreto de zinco etc (20.19-3)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2019301,C,INDÚSTRIAS DE TRANSFORMAÇÃO,201,FABRICAÇÃO DE PRODUTOS QUÍMICOS INORGÂNICOS,20193,"Esta classe compreende - a fabricação de corantes e pigmentos inorgânicos de origem mineral ou sintética, em forma básica ou concentrada | - a fabricação de elementos químicos, exceto metais e gases industriais elementares | - a elaboração de combustíveis nucleares | - a fabricação de sílica-gel | - a fabricação de outros produtos químicos inorgânicos, como ácidos, bases, sais, etc. | - o enriquecimento de minerais de urânio e tório e a produção de elementos combustíveis para reatores nucleares || Esta classe NÃO compreende - a fabricação de ácidos nítrico e sulfúrico, amoníaco, fosfatos de diamônio, etc. (20.12-6) | - a fabricação de corantes e pigmentos inorgânicos preparados (20.71-1) | - a fabricação de produtos de minerais não-metálicos (divisão 23) | - a metalurgia dos metais preciosos e não-ferrosos (grupo 24.4)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2122000,C,INDÚSTRIAS DE TRANSFORMAÇÃO,212,FABRICAÇÃO DE PRODUTOS FARMACÊUTICOS,21220,"Esta classe compreende - a fabricação das especialidades farmacêuticas (alopáticas e homeopáticas) destinadas para uso veterinário | - a fabricação de vacinas veterinárias | - a fabricação de antiparasitários (bernicidas, sarnicidas, coccidiostáticos, etc.)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,3,nao,"Serviços de manipulação de fórmulas (CTISS 0407-0/01-88, LC116 4.07, 3%)",,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2019399,C,INDÚSTRIAS DE TRANSFORMAÇÃO,201,FABRICAÇÃO DE PRODUTOS QUÍMICOS INORGÂNICOS,20193,"Esta classe compreende - a fabricação de corantes e pigmentos inorgânicos de origem mineral ou sintética, em forma básica ou concentrada | - a fabricação de elementos químicos, exceto metais e gases industriais elementares | - a elaboração de combustíveis nucleares | - a fabricação de sílica-gel | - a fabricação de outros produtos químicos inorgânicos, como ácidos, bases, sais, etc. | - o enriquecimento de minerais de urânio e tório e a produção de elementos combustíveis para reatores nucleares || Esta classe NÃO compreende - a fabricação de ácidos nítrico e sulfúrico, amoníaco, fosfatos de diamônio, etc. (20.12-6) | - a fabricação de corantes e pigmentos inorgânicos preparados (20.71-1) | - a fabricação de produtos de minerais não-metálicos (divisão 23) | - a metalurgia dos metais preciosos e não-ferrosos (grupo 24.4)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2021500,C,INDÚSTRIAS DE TRANSFORMAÇÃO,202,FABRICAÇÃO DE PRODUTOS QUÍMICOS ORGÂNICOS,20215,"Esta classe compreende - a fabricação de produtos da primeira geração petroquímica como: eteno, propeno, benzeno, tolueno, xilenos, butadieno, butenos, metanol e naftaleno || Esta classe NÃO compreende - a fabricação de metano, etano, propano e butano obtidos da extração do petróleo (06.00-0) e do refino do petróleo (19.21-7) | - a fabricação de amônia (20.12-6)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2022300,C,INDÚSTRIAS DE TRANSFORMAÇÃO,202,FABRICAÇÃO DE PRODUTOS QUÍMICOS ORGÂNICOS,20223,"Esta classe compreende - a fabricação de produtos intermediários para resinas termoplásticas e termofixas, como: cloreto de vinila monômero, dicloroetano, estireno, etilbenzeno, anidrido maleico, bisfenol A, etc. | - a fabricação de produtos intermediários para plastificantes, como: anidrido ftálico, octanol, iso-butanol, etc. | - a fabricação de produtos intermediários para fibras, como: ácido adípico, caprolactama, ácido tereftálico, acrilonitrila, adipato de hexametilenodiamina, dimetiltereftalato, monoetilenoglicol, etc. || Esta classe NÃO compreende - a fabricação de plastificantes (20.29-1) | - a fabricação de resinas termoplásticas (20.31-2) | - a fabricação de resinas termofixas (20.32-1)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2029100,C,INDÚSTRIAS DE TRANSFORMAÇÃO,202,FABRICAÇÃO DE PRODUTOS QUÍMICOS ORGÂNICOS,20291,"Esta classe compreende - a fabricação de corantes e pigmentos orgânicos de origem animal, vegetal ou sintética em forma básica ou concentrada | - a fabricação de álcool isopropílico | - a fabricação de solventes orgânicos | - a fabricação de intermediários para detergentes e tensoativos | - a fabricação de intermediários para farmoquímicos, defensivos agrícolas e aditivos em geral | - a fabricação de negro-de-fumo (negro de carbono) | - a fabricação de plastificantes | - a fabricação de ácidos graxos | - a fabricação de breu e coque de breu e outros produtos da destilação do alcatrão de hulha | - a fabricação de produtos da destilação da madeira | - a fabricação de outros compostos orgânicos || Esta classe NÃO compreende - a fabricação de álcool etílico obtido por fermentação (19.31-4) | - a fabricação de borracha sintética e matérias plásticas de base (grupo 20.3) | - a fabricação de óleos essenciais (20.93-2)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2031200,C,INDÚSTRIAS DE TRANSFORMAÇÃO,203,FABRICAÇÃO DE RESINAS E ELASTÔMEROS,20312,"Esta classe compreende - a fabricação de polietilenos, polipropilenos, copolímero de etileno e acetato de vinila (EVA), policloreto de vinila (PVC), poliamidas, poliestireno, resinas celulósicas, resinas vinílicas, resinas de petróleo, etc. || Esta classe NÃO compreende - a fabricação de artigos de material plástico (grupo 22.2) | - a recuperação de plásticos (38.32-7)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2032100,C,INDÚSTRIAS DE TRANSFORMAÇÃO,203,FABRICAÇÃO DE RESINAS E ELASTÔMEROS,20321,"Esta classe compreende - a fabricação de resinas alquídicas, cresólicas, fenólicas, de poliuretano, ftálicas e epóxi | - a fabricação de silicones em forma primária || Esta classe NÃO compreende - a fabricação de artigos de material plástico (grupo 22.2) | - a recuperação de plásticos (38.32-7)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2033900,C,INDÚSTRIAS DE TRANSFORMAÇÃO,203,FABRICAÇÃO DE RESINAS E ELASTÔMEROS,20339,"Esta classe compreende - a fabricação de borrachas sintéticas, como: acrílicas, cloradas, de silicone, nitrílicas | - a fabricação de mesclas de borracha sintética e borracha natural ou gomas similares à borracha | - a fabricação de borracha de butadieno-estireno (SBR) | - a fabricação de elastômeros não vulcanizados | - a fabricação de neopreno | - a fabricação de látex (látice) de SBR, etc. || Esta classe NÃO compreende - a fabricação de artigos de borrachas (grupo 22.1) | - a recuperação de borrachas (38.39-4)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
4643502,G,COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS,464,COMÉRCIO ATACADISTA DE PRODUTOS DE CONSUMO NÃO-ALIMENTAR,46435,"Esta classe compreende - o comércio atacadista de calçados de qualquer material, inclusive tênis e calçados desportivos | - o comércio atacadista de bolsas, malas e outros artigos para viagem, de qualquer material || Esta classe NÃO compreende - a fabricação de calçados ortopédicos sob encomenda (32.50-7)",I,comércio (regra por seção),,,atende,presumido (serviço/comércio leve no Simples; validar),,,sim,"Comércio atacadista de bolsas, malas e artigos de viagem",nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2040100,C,INDÚSTRIAS DE TRANSFORMAÇÃO,204,FABRICAÇÃO DE FIBRAS ARTIFICIAIS E SINTÉTICAS,20401,"Esta classe compreende - a fabricação de fios, cabos e filamentos artificiais | - a fabricação de fibras contínuas ou descontínuas de acetatos, de raiom, de viscose, etc. | - a fabricação de fibras sintéticas, contínuas ou descontínuas, como: acrílicas, de poliéster, de poliamida (náilon), de polietileno, de polipropileno, de poliuretano, etc. || Esta classe NÃO compreende - a fabricação de fios (cardados, penteados, texturizados, etc.) de fibras ou filamentos artificiais (13.13-8)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2051700,C,INDÚSTRIAS DE TRANSFORMAÇÃO,205,FABRICAÇÃO DE DEFENSIVOS AGRÍCOLAS E DESINFESTANTES DOMISSANITÁRIOS,20517,"Esta classe compreende - a fabricação de formulações químicas para o controle de insetos, fungos e ervas daninhas na agricultura | - a fabricação de acaricidas, formicidas, etc. para uso na agricultura || Esta classe compreende ainda - a fabricação de princípios ativos para defensivos agrícolas e desinfestantes domissanitários || Esta classe NÃO compreende - a fabricação de adubos e fertilizantes (20.13-4) | - a fabricação de intermediários de síntese (20.29-1) | - a fabricação de desinfestantes domissanitários (20.52-5)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2052500,C,INDÚSTRIAS DE TRANSFORMAÇÃO,205,FABRICAÇÃO DE DEFENSIVOS AGRÍCOLAS E DESINFESTANTES DOMISSANITÁRIOS,20525,"Esta classe compreende - a fabricação de formulações químicas para o controle de insetos e fungos para uso doméstico, comercial e/ou industrial. | - a fabricação de formulações químicas para controle de ervas daninhas na jardinagem | - a fabricação de acaricidas, bactericidas, cupinicidas, formicidas, moluscicidas, pesticidas, raticidas, rodenticidas para uso doméstico, comercial e/ou industrial. | - a fabricação de espirais mata mosquito para uso doméstico || Esta classe compreende ainda - a fabricação de repelentes || Esta classe NÃO compreende - a fabricação de intermediários de síntese (20.29-1) | - a fabricação de produtos e preparações com propriedades anti-sépticas, bactericidas ou germicidas, com fins terapêuticos ou profiláticos (21.23-8) | - a fabricação de princípios ativos para desinfestantes domissanitários (20.51-7)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2061400,C,INDÚSTRIAS DE TRANSFORMAÇÃO,206,"FABRICAÇÃO DE SABÕES, DETERGENTES, PRODUTOS DE LIMPEZA, COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",20614,"Esta classe compreende - a fabricação de sabões em diversas formas, tais como: em pó, líquida, em escamas e em barras | - a fabricação de suavizantes de tecidos | - a fabricação de glicerina || Esta classe compreende ainda - a fabricação de detergentes nas formas em pó e líquida, para uso industrial e doméstico || Esta classe NÃO compreende - a fabricação de intermediários para detergentes e tensoativos (20.29-1) | - a fabricação de xampus (20.63-1) | - a fabricação de sabonetes (20.63-1) | - a fabricação de sabões medicinais, em barras, pedaços, etc. (20.63-1)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2063100,C,INDÚSTRIAS DE TRANSFORMAÇÃO,206,"FABRICAÇÃO DE SABÕES, DETERGENTES, PRODUTOS DE LIMPEZA, COSMÉTICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",20631,"Esta classe compreende - a fabricação de perfumes, produtos de beleza e higiene pessoal: | - perfumes, águas-de-colônia, desodorantes e sais de banho | - cosméticos e produtos de maquilagem | - dentifrícios e preparados para higiene pessoal | - sabonetes nas formas líquida ou em barras | - sabões medicinais, em barras, pedaços, etc. | - xampus e outros produtos capilares | - depiladores, bronzeadores e protetores solares | - preparados para manicuro ou pedicuro || Esta classe NÃO compreende - a fabricação de óleos essenciais (20.93-2) | - a fabricação de velas (32.99-0)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2071100,C,INDÚSTRIAS DE TRANSFORMAÇÃO,207,"FABRICAÇÃO DE TINTAS, VERNIZES, ESMALTES, LACAS E PRODUTOS AFINS",20711,"Esta classe compreende - a fabricação de tintas, vernizes, esmaltes e lacas para pintura e repintura de imóveis, automóveis e móveis || Esta classe compreende ainda - a fabricação de pigmentos e corantes preparados, como, por exemplo, pó-xadrez || Esta classe NÃO compreende - a fabricação de corantes e pigmentos em forma básica ou concentrada (20.19-3) e (20.29-1) | - a fabricação de tintas de impressão (20.72-0) | - a fabricação de tintas para escrever e desenhar (20.99-1)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2072000,C,INDÚSTRIAS DE TRANSFORMAÇÃO,207,"FABRICAÇÃO DE TINTAS, VERNIZES, ESMALTES, LACAS E PRODUTOS AFINS",20720,Esta classe compreende - a fabricação de tintas gráficas || Esta classe NÃO compreende - a fabricação de tintas para escrever e desenhar (20.99-1) | - a fabricação de reveladores utilizados em fotocopiadoras (20.99-1),II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2092401,C,INDÚSTRIAS DE TRANSFORMAÇÃO,209,FABRICAÇÃO DE PRODUTOS E PREPARADOS QUÍMICOS DIVERSOS,20924,"Esta classe compreende - a fabricação de explosivos, pólvoras e artigos pirotécnicos | - a fabricação de fósforos de segurança || Esta classe NÃO compreende - a fabricação de dispositivos explosivos como: bombas, minas e torpedos (25.50-1)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,sim,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2092402,C,INDÚSTRIAS DE TRANSFORMAÇÃO,209,FABRICAÇÃO DE PRODUTOS E PREPARADOS QUÍMICOS DIVERSOS,20924,"Esta classe compreende - a fabricação de explosivos, pólvoras e artigos pirotécnicos | - a fabricação de fósforos de segurança || Esta classe NÃO compreende - a fabricação de dispositivos explosivos como: bombas, minas e torpedos (25.50-1)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2092403,C,INDÚSTRIAS DE TRANSFORMAÇÃO,209,FABRICAÇÃO DE PRODUTOS E PREPARADOS QUÍMICOS DIVERSOS,20924,"Esta classe compreende - a fabricação de explosivos, pólvoras e artigos pirotécnicos | - a fabricação de fósforos de segurança || Esta classe NÃO compreende - a fabricação de dispositivos explosivos como: bombas, minas e torpedos (25.50-1)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2093200,C,INDÚSTRIAS DE TRANSFORMAÇÃO,209,FABRICAÇÃO DE PRODUTOS E PREPARADOS QUÍMICOS DIVERSOS,20932,"Esta classe compreende - a fabricação de compostos químicos utilizados como auxiliares de processo ou de performance do produto final nos diversos segmentos de mercado, como: sucro-álcool, papel e celulose, construção civil, alimentos, couro, têxtil, lubrificantes, etc. | - a fabricação de extratos de produtos aromáticos naturais, resinóides, águas destiladas aromatizadas, óleos essenciais, misturas odoríferas para fabricação de cosméticos, saneantes, alimentos e bebidas. || Esta classe compreende ainda - a fabricação de lubrificantes sintéticos não derivados do petróleo",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2094100,C,INDÚSTRIAS DE TRANSFORMAÇÃO,209,FABRICAÇÃO DE PRODUTOS E PREPARADOS QUÍMICOS DIVERSOS,20941,"Esta classe compreende - a fabricação de catalisadores para a indústria química em geral, como: sais de níquel, prata, pentóxido de vanádio, cobalto, óxido crômico, óxido de molibdênio, etc. | - a fabricação de produtos utilizados como catalisadores em processos industriais do tipo: esterificação, hidrogenação de ácidos graxos e triglicerídeos, craqueamento de petróleo, desidrogenação de álcoois, condensação de polímeros, polimerização, alquilação, etc. | - a fabricação de catalisadores para automóveis",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2099101,C,INDÚSTRIAS DE TRANSFORMAÇÃO,209,FABRICAÇÃO DE PRODUTOS E PREPARADOS QUÍMICOS DIVERSOS,20991,"Esta classe compreende - a fabricação de tintas de escrever e desenhar | - a fabricação de placas fotográficas, filmes fotográficos e cinematográficos, papéis sensibilizados e preparações químicas de uso fotográfico | - o tratamento de óleos e gorduras por processos químicos | - a fabricação de outros produtos químicos não classificados anteriormente || Esta classe compreende ainda - a fabricação de reveladores (tintas para fotocopiadoras) utilizados para a reprodução de documentos || Esta classe NÃO compreende - a fabricação de parafina (19.21-7) | - a fabricação de ácidos graxos (20.29-1) | - a fabricação de velas (32.99-0)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2099199,C,INDÚSTRIAS DE TRANSFORMAÇÃO,209,FABRICAÇÃO DE PRODUTOS E PREPARADOS QUÍMICOS DIVERSOS,20991,"Esta classe compreende - a fabricação de tintas de escrever e desenhar | - a fabricação de placas fotográficas, filmes fotográficos e cinematográficos, papéis sensibilizados e preparações químicas de uso fotográfico | - o tratamento de óleos e gorduras por processos químicos | - a fabricação de outros produtos químicos não classificados anteriormente || Esta classe compreende ainda - a fabricação de reveladores (tintas para fotocopiadoras) utilizados para a reprodução de documentos || Esta classe NÃO compreende - a fabricação de parafina (19.21-7) | - a fabricação de ácidos graxos (20.29-1) | - a fabricação de velas (32.99-0)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2091600,C,INDÚSTRIAS DE TRANSFORMAÇÃO,209,FABRICAÇÃO DE PRODUTOS E PREPARADOS QUÍMICOS DIVERSOS,20916,"Esta classe compreende - a fabricação de adesivos, colas, decalques e selantes para uso industrial e doméstico, de origem animal, vegetal e sintética (plástico e borracha) || Esta classe NÃO compreende - a fabricação de gelatinas e derivados (20.29-1) || A fabricação de adesivos aplicados sobre um suporte classifica-se junto com a fabricação do respectivo suporte ( papel, plástico, tecido, etc. ).",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2110600,C,INDÚSTRIAS DE TRANSFORMAÇÃO,211,FABRICAÇÃO DE PRODUTOS FARMOQUÍMICOS,21106,"Esta classe compreende - a fabricação de substâncias químicas farmacologicamente ativas, obtidas por síntese química, utilizadas na preparação de medicamentos, tais como: cloridrato de propranolol, maleato de enalapril, omeprazol, etc. | - a fabricação de farmoquímicos obtidos por extração de produtos de origem vegetal, tais como: cloridrato de pilocarpina, quercetina, rutina, etc. | - a fabricação de farmoquímicos obtidos por extração de produtos de origem animal, tais como: heparina, lipocáico, sulfato de condroitina, etc | - a fabricação de farmoquímicos obtidos por via biotecnólogica, tais como: interferona, eritropoetina, epitumomabe, penicilina, etc. || Esta classe compreende ainda - a transformação do sangue e a fabricação de seus derivados | - o processamento de glândulas e a fabricação de extratos de glândulas | - a fabricação de açúcares quimicamente puros || Esta classe NÃO compreende - a fabricação de intermediários para a produção de farmoquímicos (20.29-1) | - as preparações farmacêuticas (21.21-1) e (21.22-0) | - a coleta do sangue humano (86.40-2)",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,,,,,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2121101,C,INDÚSTRIAS DE TRANSFORMAÇÃO,212,FABRICAÇÃO DE PRODUTOS FARMACÊUTICOS,21211,"Esta classe compreende - a fabricação de especialidades farmacêuticas (alopáticas e homeopáticas) compreendidas nas classes terapêuticas: medicamentos sistêmicos específicos, agentes hematológicos, medicamentos dermatológicos, hormônios, medicamentos antiinfecciosos e soluções hospitalares | - a fabricação de soros e vacinas | - a fabricação de contraceptivos, etc. || Esta classe compreende ainda - as centrais de manipulação de produtos farmacêuticos | - a fabricação de medicamentos fitoterápicos para uso humano || Por especialidades farmacêuticas se entendem todos os medicamentos preparados, apresentados em acondicionamento particular e com a marca do fabricante e, no caso da medicina humana, tendo recebido registro de comercialização",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,2 / 3%,sim,"Serviços de manipulação de fórmulas (CTISS 0407-0/01-88, LC116 4.07, 3%) || Convênio ou contrato celebrado com o SUS - Sistema Único de Saúde para prestação de serviços farmacêuticos (CTISS 0407-0/03-88, LC116 4.07, 2%)",,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2121102,C,INDÚSTRIAS DE TRANSFORMAÇÃO,212,FABRICAÇÃO DE PRODUTOS FARMACÊUTICOS,21211,"Esta classe compreende - a fabricação de especialidades farmacêuticas (alopáticas e homeopáticas) compreendidas nas classes terapêuticas: medicamentos sistêmicos específicos, agentes hematológicos, medicamentos dermatológicos, hormônios, medicamentos antiinfecciosos e soluções hospitalares | - a fabricação de soros e vacinas | - a fabricação de contraceptivos, etc. || Esta classe compreende ainda - as centrais de manipulação de produtos farmacêuticos | - a fabricação de medicamentos fitoterápicos para uso humano || Por especialidades farmacêuticas se entendem todos os medicamentos preparados, apresentados em acondicionamento particular e com a marca do fabricante e, no caso da medicina humana, tendo recebido registro de comercialização",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,2 / 3%,sim,"Serviços de manipulação de fórmulas (CTISS 0407-0/01-88, LC116 4.07, 3%) || Convênio ou contrato celebrado com o SUS - Sistema Único de Saúde para prestação de serviços farmacêuticos (CTISS 0407-0/03-88, LC116 4.07, 2%)",,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
2121103,C,INDÚSTRIAS DE TRANSFORMAÇÃO,212,FABRICAÇÃO DE PRODUTOS FARMACÊUTICOS,21211,"Esta classe compreende - a fabricação de especialidades farmacêuticas (alopáticas e homeopáticas) compreendidas nas classes terapêuticas: medicamentos sistêmicos específicos, agentes hematológicos, medicamentos dermatológicos, hormônios, medicamentos antiinfecciosos e soluções hospitalares | - a fabricação de soros e vacinas | - a fabricação de contraceptivos, etc. || Esta classe compreende ainda - as centrais de manipulação de produtos farmacêuticos | - a fabricação de medicamentos fitoterápicos para uso humano || Por especialidades farmacêuticas se entendem todos os medicamentos preparados, apresentados em acondicionamento particular e com a marca do fabricante e, no caso da medicina humana, tendo recebido registro de comercialização",II,indústria (regra por seção),,,nao,divisão/classe recusada (mapeado das 17 categorias do suporte),,,nao,,nao,nao,,2 / 3%,sim,"Serviços de manipulação de fórmulas (CTISS 0407-0/01-88, LC116 4.07, 3%) || Convênio ou contrato celebrado com o SUS - Sistema Único de Saúde para prestação de serviços farmacêuticos (CTISS 0407-0/03-88, LC116 4.07, 2%)",,,nao-verificado,,,"Essa atividade é de comércio ou indústria, e a gente cuida só de prestação de serviço.",nao-se-aplica
