cnae_fmt,cnae_raw,descricao,atende,incluido_simples,pode_mei,anexos_romano,aliquotas_faixa,fator_r,secao_cod,secao,divisao_cod,divisao,grupo_cod,grupo,classe_cod,classe,atividades_compreende,atividades_nao_compreende,descritores,relacionados,_status,_flags,_nota,_confianca
"4329-1/01","4329101","INSTALAÇÃO DE PAINÉIS PUBLICITÁRIOS","Atende","Sim","Sim","III","III:De 6% até 33%","Não","F","CONSTRUÇÃO","43","SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO","432","INSTALAÇÕES ELÉTRICAS, HIDRÁULICAS E OUTRAS INSTALAÇÕES EM CONSTRUÇÕES","43291","OBRAS DE INSTALAÇÕES EM CONSTRUÇÕES NÃO ESPECIFICADAS ANTERIORMENTE","a instalação de: || #- anúncios e letreiros luminosos || #- outdoors || #- placas e painéis de identificação","a fabricação de painéis e letreiros luminosos (3299-0/04) || a colocação de anúncios e propagandas em outdoors (7312-2/00) || o agenciamento de espaços para publicidade, exceto em veículos de comunicação (7312-2/00)","ANÚNCIOS LUMINOSOS OU NÃO, REPARAÇÃO OU MANUTENÇÃO DE || ANÚNCIOS LUMINOSOS OU NÃO; INSTALAÇÃO DE || LETREIROS LUMINOSOS; INSTALAÇÃO DE || OUTDOOR; INSTALAÇÃO DE || PLACAS OU PAINÉIS DE IDENTIFICAÇÃO; INSTALAÇÃO DE","4311801|4311802|4312600|4313400|4319300|4321500|4322301|4322302|4322303|4329102|4329103|4329104|4329105|4329199|4330401|4330402|4330403|4330404|4330405|4330499|4391600|4399101|4399102|4399103|4399104|4399105|4399199","OK","","","nao-ratificado"
"4329-1/02","4329102","INSTALAÇÃO DE EQUIPAMENTOS PARA ORIENTAÇÃO À NAVEGAÇÃO MARÍTIMA FLUVIAL E LACUSTRE","Atende","Sim","Sim","III","III:De 6% até 33%","Não","F","CONSTRUÇÃO","43","SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO","432","INSTALAÇÕES ELÉTRICAS, HIDRÁULICAS E OUTRAS INSTALAÇÕES EM CONSTRUÇÕES","43291","OBRAS DE INSTALAÇÕES EM CONSTRUÇÕES NÃO ESPECIFICADAS ANTERIORMENTE","a instalação de equipamentos para orientação à navegação marítima, fluvial e lacustre","","EQUIPAMENTOS PARA ORIENTAÇÃO A NAVEGAÇÃO MARÍTIMA, FLUVIAL E LACUSTRE; INSTALAÇÃO DE","4311801|4311802|4312600|4313400|4319300|4321500|4322301|4322302|4322303|4329101|4329103|4329104|4329105|4329199|4330401|4330402|4330403|4330404|4330405|4330499|4391600|4399101|4399102|4399103|4399104|4399105|4399199","OK","","","nao-ratificado"
"4329-1/03","4329103","INSTALAÇÃO, MANUTENÇÃO E REPARAÇÃO DE ELEVADORES, ESCADAS E ESTEIRAS ROLANTES","Atende","Sim","Sim","III|IV","III:De 6% até 33%|IV:De 4,5% até 33%","Não","F","CONSTRUÇÃO","43","SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO","432","INSTALAÇÕES ELÉTRICAS, HIDRÁULICAS E OUTRAS INSTALAÇÕES EM CONSTRUÇÕES","43291","OBRAS DE INSTALAÇÕES EM CONSTRUÇÕES NÃO ESPECIFICADAS ANTERIORMENTE","a montagem, instalação e reparação de equipamentos incorporados às construções, como elevadores, escadas e esteiras rolantes, portas automáticas e giratórias, etc., por unidades especializadas,","a instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes para transporte e elevação de pessoas quando executadas pela unidade fabricante (2822-4/01)","ELEVADORES, ESCADAS E ESTEIRAS ROLANTES, MONTAGEM, INSTALAÇÃO, REPARAÇÃO E MANUTENÇÃO DE, QUANDO REALIZADA POR UNIDADE ESPECIALIZADA","4311801|4311802|4312600|4313400|4319300|4321500|4322301|4322302|4322303|4329101|4329102|4329104|4329105|4329199|4330401|4330402|4330403|4330404|4330405|4330499|4391600|4399101|4399102|4399103|4399104|4399105|4399199","OK","","","nao-ratificado"
"4329-1/04","4329104","MONTAGEM E INSTALAÇÃO DE SISTEMAS E EQUIPAMENTOS DE ILUMINAÇÃO E SINALIZAÇÃO EM VIAS PÚBLICAS, PORTOS E AEROPORTOS","Atende","Sim","Sim","III","III:De 6% até 33%","Não","F","CONSTRUÇÃO","43","SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO","432","INSTALAÇÕES ELÉTRICAS, HIDRÁULICAS E OUTRAS INSTALAÇÕES EM CONSTRUÇÕES","43291","OBRAS DE INSTALAÇÕES EM CONSTRUÇÕES NÃO ESPECIFICADAS ANTERIORMENTE","a montagem ou instalação de sistemas de iluminação e sinalização em vias públicas, rodovias, ferrovias, portos e aeroportos || a iluminação urbana e semáforos || a iluminação de pistas de decolagem","a fabricação de placas e de painéis luminosos, a sinalização de tráfego e semelhantes (3299-0/04) || a sinalização com pintura em rodovias e aeroportos (4211-1/02)","CANCELAS ELETRÔNICAS; INSTALAÇÃO DE || FAIXAS E DELIMITADORES LUMINOSOS (TACHAS) PARA RODOVIAS E AEROPORTOS, IMPLANTAÇÃO DE || ILUMINAÇÃO DE PISTAS DE DECOLAGEM; INSTALAÇÃO DE || ILUMINAÇÃO PUBLICA; INSTALAÇÃO DE || ILUMINAÇÃO URBANA E SEMÁFOROS, IMPLANTAÇÃO DE || POSTES DE ILUMINAÇÃO, COLOCAÇÃO DE || REDE DE ILUMINAÇÃO PUBLICA; MANUTENÇÃO DE || SINAIS LUMINOSOS (SEMÁFOROS), MANUTENÇÃO E REPARAÇÃO DE || SISTEMAS DE ILUMINAÇÃO E DE SINALIZAÇÃO EM VIAS PÚBLICAS, RODOVIAS, FERROVIAS, PORTOS E AEROPORTOS, MONTAGEM E INSTALAÇÃO DE || SISTEMAS DE ILUMINAÇÃO E SINALIZAÇÃO EM VIAS PUBLICAS, MANUTENÇÃO E REPARAÇÃO DE || SISTEMAS E EQUIPAMENTOS DE ILUMINAÇÃO E SINALIZAÇÃO EM VIAS PUBLICAS, PORTOS E AEROPORTOS, REPARAÇÃO OU MANUTENÇÃO DE || SUBSTITUIÇÃO DE POSTES DE ILUMINAÇÃO","4311801|4311802|4312600|4313400|4319300|4321500|4322301|4322302|4322303|4329101|4329102|4329103|4329105|4329199|4330401|4330402|4330403|4330404|4330405|4330499|4391600|4399101|4399102|4399103|4399104|4399105|4399199","OK","","","nao-ratificado"
"4329-1/05","4329105","TRATAMENTOS TÉRMICOS, ACÚSTICOS OU DE VIBRAÇÃO","Atende","Sim","Sim","III|IV","III:De 6% até 33%|IV:De 4,5% até 33%","Não","F","CONSTRUÇÃO","43","SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO","432","INSTALAÇÕES ELÉTRICAS, HIDRÁULICAS E OUTRAS INSTALAÇÕES EM CONSTRUÇÕES","43291","OBRAS DE INSTALAÇÕES EM CONSTRUÇÕES NÃO ESPECIFICADAS ANTERIORMENTE","os serviços de tratamento térmico, acústico ou de vibração","","ALMOFADAS TÉRMICAS E ACÚSTICAS PARA CONSTRUÇÃO CIVIL; INSTALAÇÃO DE || FORROS E PLACAS ACÚSTICAS; INSTALAÇÃO DE || ISOLAMENTO TÉRMICO (CONSTRUÇÃO) || ISOLAMENTOS TÉRMICOS OU ACÚSTICOS EM LAJES, TELHADOS, TELHAS, PAREDES, RESERVATÓRIOS, TANQUES, ETC., APLICAÇÃO DE || MANTAS DE POLIETILENO EXPANDIDO EM PAREDES E FORROS PARA TRATAMENTO TÉRMICO OU ACÚSTICO, COLOCAÇÃO DE || MANTAS OU PLACAS DE LÃ DE ROCHA OU LÃ DE VIDRO EM PAREDES E FORROS PARA TRATAMENTO TÉRMICO OU ACÚSTICO, COLOCAÇÃO DE || PAINÉIS ACÚSTICOS; INSTALAÇÃO DE || SISTEMA DE ISOLAMENTO ACÚSTICO E TÉRMICO; INSTALAÇÃO DE || SISTEMAS DE AMORTECIMENTO (ATENUAÇÃO) E CONTROLE DE VIBRAÇÕES E RUÍDOS EM EDIFICAÇÕES; INSTALAÇÃO DE || SISTEMAS DE AMORTECIMENTO DE VIBRAÇÕES EM EDIFICAÇÕES; INSTALAÇÃO DE || SISTEMAS DE MONITORAMENTO DINÂMICO DE VIBRAÇÕES EM ESTRUTURAS DIVERSAS; INSTALAÇÃO DE || TRATAMENTO ACÚSTICO E TÉRMICO, REPARAÇÃO OU MANUTENÇÃO DE || TRATAMENTOS ACÚSTICOS E TÉRMICOS (CONSTRUÇÃO)","4311801|4311802|4312600|4313400|4319300|4321500|4322301|4322302|4322303|4329101|4329102|4329103|4329104|4329199|4330401|4330402|4330403|4330404|4330405|4330499|4391600|4399101|4399102|4399103|4399104|4399105|4399199","OK","","","nao-ratificado"
"4399-1/01","4399101","ADMINISTRAÇÃO DE OBRAS","Atende","Sim","Não","III|V","III:De 6% até 33%|V:De 15,5% até 30,5%","Sim","F","CONSTRUÇÃO","43","SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO","439","OUTROS SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO","43991","SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE","as atividades de gerenciamento e execução de obras através de contrato de construção por administração || as atividades de direção e a responsabilidade técnica da obra","a execução de obras por empreitada ou subempreitada (divisões 41 ou 42) || a incorporação de empreendimentos imobiliários (4110-7/00) || os serviços especializados de engenharia (concepção de projetos estruturais e de instalações, supervisão, fiscalização e gerenciamento de projetos de construção) (7112-0/00)","ADMINISTRAÇÃO DE OBRAS; SERVIÇO DE || GERENCIAMENTO E EXECUÇÃO DE OBRAS POR CONTRATO DE CONSTRUÇÃO POR ADMINISTRAÇÃO; SERVIÇO DE || OBRAS POR CONTRATO DE CONSTRUÇÃO POR ADMINISTRAÇÃO, DIREÇÃO E RESPONSABILIDADE TÉCNICA DE || OBRAS POR CONTRATO DE CONSTRUÇÃO POR ADMINISTRAÇÃO, EXECUÇÃO DE || OBRAS POR CONTRATO DE CONSTRUÇÃO POR ADMINISTRAÇÃO, GERENCIAMENTO DE","4311801|4311802|4312600|4313400|4319300|4321500|4322301|4322302|4322303|4329101|4329102|4329103|4329104|4329105|4329199|4330401|4330402|4330403|4330404|4330405|4330499|4391600|4399102|4399103|4399104|4399105|4399199","OK","","","nao-ratificado"
"4399-1/02","4399102","MONTAGEM E DESMONTAGEM DE ANDAIMES E OUTRAS ESTRUTURAS TEMPORÁRIAS","Atende","Sim","Não","III","III:De 6% até 33%","Não","F","CONSTRUÇÃO","43","SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO","439","OUTROS SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO","43991","SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO NÃO ESPECIFICADOS ANTERIORMENTE","a montagem e desmontagem de plataformas de trabalho e andaimes, exceto o aluguel de andaimes e plataformas de trabalho || a montagem e desmontagem de fôrmas para concreto e escoramentos || a montagem e desmontagem de estruturas temporárias","a montagem e instalação de máquinas e equipamentos industriais (divisão 33) || a montagem e desmontagem de estruturas metálicas permanentes por conta de terceiros (4292-8/01) || o aluguel de andaimes e plataformas de trabalho sem montagem e desmontagem (7732-2/02)","ANDAIME TORRE, MONTAGEM E DESMONTAGEM DE || ANDAIMES DE ENCAIXE EM QUADROS PARA USO EM FACHADAS (FACHADEIROS), MONTAGEM E DESMONTAGEM DE || ANDAIMES E PLATAFORMAS SUSPENSAS, MONTAGEM E DESMONTAGEM DE || ANDAIMES FACHADEIROS, MONTAGEM E DESMONTAGEM DE || ANDAIMES INDUSTRIAIS, MONTAGEM E DESMONTAGEM DE || ANDAIMES TUBULARES, MONTAGEM E DESMONTAGEM DE || ANDAIMES, MONTAGEM E DESMONTAGEM DE || ANDAIMES, PLATAFORMAS, FORMAS PARA CONCRETO E ESCORAMENTO, DESMONTAGEM DE || ANDAIMES, PLATAFORMAS, FORMAS PARA CONCRETO E ESCORAMENTO, MONTAGEM DE || APARALIXOS, MONTAGEM E DESMONTAGEM DE || CIMBRAMENTO, MONTAGEM E DESMONTAGEM DE || ESCORAS, MONTAGEM E DESMONTAGEM DE || ESTRUTURAS METÁLICAS MOVEIS, DESMONTAGEM DE || ESTRUTURAS METÁLICAS TUBULARES TEMPORÁRIAS PARA USOS DIVERSOS (ARQUIBANCADAS, PALCOS, ETC.), EXCETO POR CONTA DE TERCEIROS, MONTAGEM E DESMONTAGEM DE || ESTRUTURAS TEMPORÁRIAS, MONTAGEM E DESMONTAGEM DE || FÔRMAS METÁLICAS PARA LAJES, COLUNAS, VIGAS E PILARES, MONTAGEM E DESMONTAGEM DE || MONTAGEM E DESMONTAGEM DE ESCORAMENTO METÁLICOS E EM MADEIRA PARA A SUSTENTAÇÃO DE FORMAS PARA O CONCRETO ARMADO, SERVIÇOS DE; || PLATAFORMAS DE TRABALHO, MONTAGEM E DESMONTAGEM DE || TERÇAS E TRELIÇAS METÁLICAS PARA ESCORAMENTO DE PONTES, VIADUTOS E PASSARELAS, MONTAGEM E DESMONTAGEM DE","4311801|4311802|4312600|4313400|4319300|4321500|4322301|4322302|4322303|4329101|4329102|4329103|4329104|4329105|4329199|4330401|4330402|4330403|4330404|4330405|4330499|4391600|4399101|4399103|4399104|4399105|4399199","OK","","","nao-ratificado"
"4511-1/01","4511101","COMÉRCIO A VAREJO DE AUTOMÓVEIS, CAMIONETAS E UTILITÁRIOS NOVOS","Atende","Sim","Não","I","I:De 4% até 19%","Não","G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","45","COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","451","COMÉRCIO DE VEÍCULOS AUTOMOTORES","45111","COMÉRCIO A VAREJO E POR ATACADO DE VEÍCULOS AUTOMOTORES","o comércio varejista de veículos automotores novos: automóveis, utilitários, camionetas e similares","o comércio varejista de motocicletas e motonetas novas e usadas (45.41-2) e bicicletas (4763-6/03) || a venda de peças e acessórios para veículos automotores (grupo 45.3) || as atividades de representantes comerciais e agentes do comércio de veículos automotores (4512-9/01) || os leiloeiros independentes (8299-7/04)","AUTOMÓVEL, CAMINHONETES (CAMIONETAS, CAMIONETES) E UTILITÁRIOS NOVOS; COMÉRCIO VAREJISTA DE || CARROS NOVOS PARA GOLFE E OUTROS ESPORTES; COMÉRCIO VAREJISTA DE || REBOQUES E SEMIRREBOQUES NOVOS; COMERCIO VAREJISTA DE || TRAILLERS NOVOS; COMÉRCIO VAREJISTA DE","4511102|4511103|4511104|4511105|4511106|4512901|4512902|4520001|4520002|4520003|4520004|4520005|4520006|4520007|4520008|4530701|4530702|4530703|4530704|4530705|4530706|4541201|4541202|4541203|4541204|4541206|4541207|4542101|4542102|4543900","OK","","","nao-ratificado"
"4512-9/01","4512901","REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE VEÍCULOS AUTOMOTORES","Atende","Sim","Não","III|V","III:De 6% até 33%|V:De 15,5% até 30,5%","Sim","G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","45","COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","451","COMÉRCIO DE VEÍCULOS AUTOMOTORES","45129","REPRESENTANTES COMERCIAIS E AGENTES DO COMÉRCIO DE VEÍCULOS AUTOMOTORES","as atividades de representantes comerciais e agentes do comércio a varejo e por atacado de veículos automotores","o comércio de veículos sob consignação, a varejo e por atacado (4512-9/02)","INTERMEDIÁRIOS NA VENDA DE VEÍCULOS AUTOMOTORES, ATACADISTA E VAREJISTA || REPRESENTANTE COMERCIAL E AGENTE DO COMÉRCIO DE VEÍCULOS AUTOMOTORES, ATACADISTA E VAREJISTA","4511101|4511102|4511103|4511104|4511105|4511106|4512902|4520001|4520002|4520003|4520004|4520005|4520006|4520007|4520008|4530701|4530702|4530703|4530704|4530705|4530706|4541201|4541202|4541203|4541204|4541206|4541207|4542101|4542102|4543900","OK","","","nao-ratificado"
"4520-0/01","4520001","SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO MECÂNICA DE VEÍCULOS AUTOMOTORES","Atende","Sim","Sim","III","III:De 6% até 33%","Não","G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","45","COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","452","MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES","45200","MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES","a manutenção e reparação de veículos automotores: || #- reparações mecânicas || #- reparações em sistemas de injeção eletrônica em automóveis || #- serviços de vidraçaria em automóveis || a manutenção e reparação de caminhões, ônibus e outros veículos pesados || os serviços de conversão de motores de veículos automotores || a adaptação de veículos em oficinas mecânicas, para necessidades especiais de deficientes físicos e similares || a manutenção e reparação de tanques, reservatórios e cilindros metálicos para veículos automotores.","a manutenção e reparação de motocicletas (4543-9/00) e de bicicletas (9529-1/04) || a recauchutagem de pneumáticos (2212-9/00) || a instalação ou substituição de peças e acessórios para veículos automotores, associado a venda (45.30-7) || a instalação ou substituição de peças e acessórios para veículos automotores, não associado a venda ou a fabricação (4520-0/07) || o recondicionamento, recuperação ou retífica de motores para veículos automotores (2950-6/00) || a blindagem de veículos automotores (2930-1/03) || a manutenção e reparação de tratores agrícolas (3314-7/12) e não agrícolas (3314-7/16) || os serviços de guincho (reboque), inclusive a assistência a veículos em estradas (5229-0/02) || serviços de capoteiros(4520-0/08)","ADAPTAÇÃO DE VEÍCULOS AUTOMOTORES PARA DEFICIENTES FÍSICOS; SERVIÇOS DE || CABOS DE VELOCÍMETROS DE VEÍCULOS AUTOMOTORES; REPARAÇÃO DE || CAMBAGEM DE AUTOMÓVEL; SERVIÇOS DE || CAMBAGEM EM ÔNIBUS, CAMINHÕES E VEÍCULOS PESADOS; SERVIÇOS DE || CAMINHÕES, ÔNIBUS E VEÍCULOS PESADOS; MANUTENÇÃO MECÂNICA DE || CARROÇARIAS, CARROCERIAS PARA CAMINHÕES, ÔNIBUS E VEÍCULOS PESADOS (INCLUSIVE MADEIRA); MANUTENÇÃO E REFORMA || CONVERSÃO DE MOTORES DE AUTOMÓVEL; SERVIÇOS DE || INSPEÇAO MECÂNICA E ELÉTRICA  PARA VEÍCULOS AUTOMOTORES PARA FINS DE VISTORIA || INSTALAÇÃO DE KIT DE GÁS VEICULAR PARA CONVERSÂO DE MOTORES DE VEÍCULOS AUTOMOTORES; SERVIÇOS DE || MANUTENÇÃO E REPARAÇÃO DE RODAS E AROS DE VEICULOS AUTOMOTORES; SERVIÇOS DE || MONTAGEM DE CALIBRADORES EM ÔNIBUS E CAMINHÕES; SERVIÇOS DE || OFICINA MECÂNICA DE VEICULO AUTOMOTOR || REPARAÇÃO EM SISTEMAS DE INJEÇÃO E IGNIÇÃO ELETRÔNICA EM VEÍCULOS AUTOMOTORES; SERVIÇOS DE || TANQUES, RESERVATÓRIOS E CILINDROS METÁLICOS PARA VEÍCULOS AUTOMOTORES; MANUTENÇÃO E REPARAÇÃO DE || VIDRAÇARIA EM CAMINHÕES, ÔNIBUS E VEÍCULOS PESADOS; SERVIÇOS DE || VIDRAÇARIA, VIDRACEIRO EM VEICULO; SERVIÇOS DE","4511101|4511102|4511103|4511104|4511105|4511106|4512901|4512902|4520002|4520003|4520004|4520005|4520006|4520007|4520008|4530701|4530702|4530703|4530704|4530705|4530706|4541201|4541202|4541203|4541204|4541206|4541207|4542101|4542102|4543900","OK","","","nao-ratificado"
"4520-0/02","4520002","SERVIÇOS DE LANTERNAGEM OU FUNILARIA E PINTURA DE VEÍCULOS AUTOMOTORES","Atende","Sim","Sim","III","III:De 6% até 33%","Não","G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","45","COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","452","MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES","45200","MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES","os serviços de lanternagem ou funilaria de veículos automotores || os serviços de pintura de veículos automotores || os serviços de lanternagem ou funilaria e pintura de caminhões, ônibus e outros veículos pesados","","MARTELINHO DE OURO; SERVIÇOS DE || PINTURA, LANTERNAGEM E FUNILARIA DE VEICULO; SERVIÇOS DE || PINTURA, LANTERNAGEM E FUNILARIA DE ÔNIBUS, CAMINHÕES E VEÍCULOS PESADOS; SERVIÇOS DE","4511101|4511102|4511103|4511104|4511105|4511106|4512901|4512902|4520001|4520003|4520004|4520005|4520006|4520007|4520008|4530701|4530702|4530703|4530704|4530705|4530706|4541201|4541202|4541203|4541204|4541206|4541207|4542101|4542102|4543900","OK","","","nao-ratificado"
"4520-0/03","4520003","SERVIÇOS DE MANUTENÇÃO E REPARAÇÃO ELÉTRICA DE VEÍCULOS AUTOMOTORES","Atende","Sim","Sim","III","III:De 6% até 33%","Não","G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","45","COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","452","MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES","45200","MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES","os serviços de manutenção e reparação elétrica de veículos automotores || os serviços de manutenção e reparação elétrica de caminhões, ônibus e outros veículos pesados || a manutenção e reparação de baterias e acumuladores elétricos para veículos automotores","","BATERIAS E ACUMULADORES ELÉTRICOS PARA VEÍCULOS AUTOMOTORES; MANUTENÇÃO E REPARAÇÃO DE || CAMINHÕES, ÔNIBUS E VEÍCULOS PESADOS; MANUTENÇÃO ELÉTRICA DE || MANUTENÇÃO E REPARAÇÃO ELÉTRICA DE AUTOMÓVEL || RÁDIOS E AUTO-FALANTES PARA AUTOMÓVEL; REPARAÇÃO","4511101|4511102|4511103|4511104|4511105|4511106|4512901|4512902|4520001|4520002|4520004|4520005|4520006|4520007|4520008|4530701|4530702|4530703|4530704|4530705|4530706|4541201|4541202|4541203|4541204|4541206|4541207|4542101|4542102|4543900","OK","","","nao-ratificado"
"4520-0/04","4520004","SERVIÇOS DE ALINHAMENTO E BALANCEAMENTO DE VEÍCULOS AUTOMOTORES","Atende","Sim","Não","III","III:De 6% até 33%","Não","G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","45","COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","452","MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES","45200","MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES","os serviços de alinhamento e balanceamento de veículos automotores || os serviços de alinhamento e balanceamento de caminhões, ônibus e outros veículos pesados","","ALINHAMENTO E BALANCEAMENTO DE AUTOMÓVEL; SERVIÇOS DE || ALINHAMENTO E BALANCEAMENTO DE ÔNIBUS, CAMINHÕES E VEÍCULOS PESADOS; SERVIÇOS DE","4511101|4511102|4511103|4511104|4511105|4511106|4512901|4512902|4520001|4520002|4520003|4520005|4520006|4520007|4520008|4530701|4530702|4530703|4530704|4530705|4530706|4541201|4541202|4541203|4541204|4541206|4541207|4542101|4542102|4543900","OK","","","nao-ratificado"
"4520-0/05","4520005","SERVIÇOS DE LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEÍCULOS AUTOMOTORES","Atende","Sim","Sim","III|IV","III:De 6% até 33%|IV:De 4,5% até 33%","Não","G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","45","COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","452","MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES","45200","MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES","os serviços de lavagem, lubrificação e polimento de veículos automotores || os serviços de lavagem e lubrificação de caminhões, ônibus e outros veículos pesados","","LAVA JATO, LAVA RÁPIDO DE VEICULO AUTOMOTOR; SERVIÇOS DE || LAVAGEM A SECO (ECOLÓGICA)  DE VEÍCULOS AUTOMOTORES; SERVIÇOS DE || LAVAGEM A SECO DE VEÍCULOS AUTOMOTORES; SERVIÇOS DE || LAVAGEM AUTOMOTIVA A SECO; SERVIÇOS DE || LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE CAMINHÕES, ÔNIBUS E VEÍCULOS PESADOS; SERVIÇOS DE || LAVAGEM, LUBRIFICAÇÃO E POLIMENTO DE VEICULO AUTOMOTOR; SERVIÇOS DE || TROCA DE ÓLEO AUTOMOTIVO; SERVIÇOS DE","4511101|4511102|4511103|4511104|4511105|4511106|4512901|4512902|4520001|4520002|4520003|4520004|4520006|4520007|4520008|4530701|4530702|4530703|4530704|4530705|4530706|4541201|4541202|4541203|4541204|4541206|4541207|4542101|4542102|4543900","OK","","","nao-ratificado"
"4520-0/06","4520006","SERVIÇOS DE BORRACHARIA PARA VEÍCULOS AUTOMOTORES","Atende","Sim","Sim","III","III:De 6% até 33%","Não","G","COMÉRCIO; REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","45","COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS","452","MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES","45200","MANUTENÇÃO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES","os serviços de reparação e conserto de pneus e câmaras-de-ar de veículos automotores || os serviços de borracharia em caminhões, ônibus e outros veículos pesados","a recauchutagem de pneumáticos (2212-9/00)","BORRACHARIA DE VEICULO AUTOMOTOR; SERVIÇOS DE || BORRACHEIRO E GOMARIA DE VEICULO AUTOMOTOR; SERVIÇOS DE || PNEUS E CÂMARAS-DE-AR DE VEICULO AUTOMOTOR; REPARAÇÃO DE","4511101|4511102|4511103|4511104|4511105|4511106|4512901|4512902|4520001|4520002|4520003|4520004|4520005|4520007|4520008|4530701|4530702|4530703|4530704|4530705|4530706|4541201|4541202|4541203|4541204|4541206|4541207|4542101|4542102|4543900","OK","","","nao-ratificado"
